"UPC/EAN/ISBN","Item Name","Category","category_mapped","product_type"
"5890","Baby Cheramy Colonge Dust 50Ml","Other","Baby Care","Unit"
"5812","Baby Cheramy Colonge Fun Time Cuddly Bunny","Other","Baby Care","Unit"
"5813","Baby Cheramy Colonge Funtime Angel Fairy","Other","Baby Care","Unit"
"5822","Baby Cheramy Colonge Funtime Angel Fairy50ml","Other","Baby Care","Unit"
"5814","Baby Cheramy Colonge Funtime Lucky Ducky","Other","Baby Care","Unit"
"5823","Baby Cheramy Colonge Sprkle Floral 50Ml","Other","Baby Care","Unit"
"1388","Baby Cheramy Cream 100Ml W/p","Other","Baby Care","Cream/Ointment"
"5892","Baby Cheramy Cream 100Ml","Other","Baby Care","Cream/Ointment"
"5893","Baby Cheramy Cream 50Ml","Other","Baby Care","Cream/Ointment"
"1389","Baby Cheramy Cream 50Ml","cream","Baby Care","Cream/Ointment"
"1390","Baby Cheramy Cream Herbal 100Ml","Other","Baby Care","Cream/Ointment"
"1391","Baby Cheramy Cream Herbal 200 Ml","cream","Baby Care","Cream/Ointment"
"1392","Baby Cheramy Cream Herbal 50Ml","","Baby Care","Cream/Ointment"
"1394","Baby Cheramy Cream Regular 200Ml","","Baby Care","Cream/Ointment"
"1393","Baby Cheramy Cream Vitamin E","Other","Baby Care","Cream/Ointment"
"1395","Baby Cheramy Cream Vitamin E 50Ml","Other","Baby Care","Cream/Ointment"
"4230","Baby Cheramy Diapers M","others","Baby Care","Unit"
"1398","Baby Cheramy Diapers S","others","Baby Care","Unit"
"1396","Baby Cheramy Diapers L","others","Baby Care","Unit"
"1397","Baby Cheramy Diapers Sachette M","others","Baby Care","Unit"
"1400","Baby Cheramy Floral Talc 100G","","Baby Care","Unit"
"1401","Baby Cheramy Fun Time 100Ml","","Baby Care","Unit"
"1403","Baby Cheramy Gift Pack","Other","Baby Care","Packet"
"1402","Baby Cheramy Gift Pack Blue","","Baby Care","Packet"
"5817","Baby Cheramy Herbal Baby Oil","Other","Baby Care","Unit"
"1404","Baby Cheramy Herbal Colongne 50Ml","","Baby Care","Unit"
"1405","Baby Cheramy M","","Baby Care","Unit"
"1406","Baby Cheramy Nappy Rash Baby Cream 100Ml","","Baby Care","Cream/Ointment"
"5795","Baby Cheramy Nappy Wash 1Kg","Other","Baby Care","Unit"
"1367","Baby Cheramy Nappy Wash Powder 400G","others","Baby Care","Unit"
"5824","Baby Cheramy Nourishing Baby Oil","Other","Baby Care","Unit"
"1407","Baby Cheramy Oil 100Ml","oil","Baby Care","Unit"
"1408","Baby Cheramy Oil 50Ml","oil","Baby Care","Unit"
"5802","Baby Cheramy Pant","Other","Baby Care","Unit"
"1399","Baby Cheramy Pant L","others","Baby Care","Unit"
"1409","Baby Cheramy Pants Pampers Xl","DIAPER","Baby Care","Unit"
"5804","Baby Cheramy Prickly Heat Powder","Other","Baby Care","Unit"
"1410","Baby Cheramy Prickly Heat Talc 100G","","Baby Care","Unit"
"1411","Baby Cheramy Regular Talc 100G","","Baby Care","Unit"
"5816","Baby Cheramy Shampoo","Other","Baby Care","Unit"
"1412","Baby Cheramy Shampoo Reg 100Ml","Other","Baby Care","Unit"
"5806","Baby Cheramy Soap 90G","Other","Baby Care","Unit"
"5808","Baby Cheramy Soap Jamine","Other","Baby Care","Unit"
"5903","Baby Cheramy Soap Pack","Other","Baby Care","Packet"
"5891","Baby Cheramy Talc 100Ml","Other","Baby Care","Unit"
"1413","Baby Cheramy Wash Bed Time Head2toe 10Ml","","Baby Care","Unit"
"10010","Baby Comb And Brush","other","Baby Care","Unit"
"6507","Baby Comed Chair","others","Baby Care","Unit"
"6526","Baby Comed Originels","others","Baby Care","Unit"
"9286","Baby Cot","other","Baby Care","Unit"
"1414","Baby Daiper Shashe Large","","Baby Care","Unit"
"4261","Baby Feeding Bottle","baby item","Baby Care","Bottle"
"6521","Baby Grinding Tool","others","Baby Care","Unit"
"10037","Baby Item","other","Baby Care","Unit"
"3513","Baby Item","Other","Baby Care","Unit"
"8888","Baby Item 1","other","Baby Care","Unit"
"10020","Baby Item 10","other","Baby Care","Unit"
"1003","Baby Item 11","other","Baby Care","Unit"
"10021","Baby Item 12","other","Baby Care","Unit"
"10022","Baby Item 13","other","Baby Care","Unit"
"10023","Baby Item 14","other","Baby Care","Unit"
"10017","Baby Item 15","other","Baby Care","Unit"
"10019","Baby Item 16","other","Baby Care","Unit"
"4417","Baby Item 17","other","Baby Care","Unit"
"10027","Baby Item 17","other","Baby Care","Unit"
"4418","Baby Item 18","other","Baby Care","Unit"
"10028","Baby Item 18","other","Baby Care","Unit"
"10029","Baby Item 19","other","Baby Care","Unit"
"8889","Baby Item 2","other","Baby Care","Unit"
"10031","Baby Item 20","other","Baby Care","Unit"
"10032","Baby Item 21","other","Baby Care","Unit"
"10033","Baby Item 21","other","Baby Care","Unit"
"10034","Baby Item 22","other","Baby Care","Unit"
"3515","Baby Item 224","baby item","Baby Care","Unit"
"3518","Baby Item 224","baby item","Baby Care","Unit"
"10035","Baby Item 23","other","Baby Care","Unit"
"10036","Baby Item 24","other","Baby Care","Unit"
"10038","Baby Item 26","other","Baby Care","Unit"
"10039","Baby Item 27","other","Baby Care","Unit"
"10011","Baby Item 3","other","Baby Care","Unit"
"10012","Baby Item 4","other","Baby Care","Unit"
"10013","Baby Item 5","other","Baby Care","Unit"
"10014","Baby Item 6","other","Baby Care","Unit"
"10015","Baby Item 7","other","Baby Care","Unit"
"10018","Baby Item 9","other","Baby Care","Unit"
"6364","Baby Kit","other","Baby Care","Unit"
"1415","Baby Mask","","Baby Care","Unit"
"6505","Baby Nail Cuter","others","Baby Care","Unit"
"1416","Baby Nail Cutter","others","Baby Care","Unit"
"6325","Baby Napkings 18X18","others","Baby Care","Unit"
"6365","Baby Napkings 22X22","others","Baby Care","Unit"
"3514","Baby Net","other","Baby Care","Unit"
"6534","Baby Nose Cleaner","others","Baby Care","Unit"
"10026","Baby Nursing Serise","other","Baby Care","Unit"
"8214","Baby Ratles","others","Baby Care","Unit"
"1418","Baby Rusks 110G","","Baby Care","Unit"
"1419","Baby Rusks 70G","","Baby Care","Unit"
"1420","Baby Scissor","","Baby Care","Unit"
"6556","Baby Scser","others","Baby Care","Unit"
"1421","Baby Soother","others","Baby Care","Unit"
"1422","Baby Sope B9g","","Baby Care","Unit"
"10056","Baby Swether","other","Baby Care","Unit"
"9419","Baby Tooth Brush","wash","Baby Care","Unit"
"2571","Baby Towel","other","Baby Care","Unit"
"1184","Baby Umbrella 990/=","umbrella","Baby Care","Unit"
"1423","Baby Vitamin Oil 50 Ml","","Baby Care","Unit"
"5758","Baby Water Bottle 3","Other","Baby Care","Bottle"
"5759","Baby Water Bottle 4","Other","Baby Care","Bottle"
"4030","Baby Water Bottle 5","Bottle","Baby Care","Bottle"
"1424","Baby Wet Wipes","others","Baby Care","Unit"
"5838","Baby Wipes","Other","Baby Care","Unit"
"1425","Baclate 200 Dp","","Other","Unit"
"7995","Baclon 10Mg","Tablet","Medicine","Tablet"
"7996","Baclon 5Mg","Tablet","Medicine","Tablet"
"1429","Bacofen 10","","Other","Unit"
"5662","Bactigen Eye Ear Drop","drop","Other","Drops"
"1430","Bactoclav 375Mg","","Other","Unit"
"1431","Bactoclav 625","","Other","Unit"
"1432","Bactoclav Syrup 100Ml","Syrup","Medicine","Syrup"
"1433","Bactoscrub 500Ml","","Other","Unit"
"1436","Baitan Ag","","Other","Unit"
"10061","Baloon","others","Other","Unit"
"2983","Baloons","other","Other","Unit"
"9234","Bandage 2.5X5","bandage","Other","Unit"
"1440","Bandage 5X3","cottn","Other","Unit"
"7510","Bandage Roll 3X3y","bandage","Other","Unit"
"1435","Bandage3x3y (Meditex)","bandage","Other","Unit"
"1442","Banzec 5","","Other","Unit"
"1051","Bar Milk Choco","toffe","Snack","Unit"
"1443","Baraka Ashwa","Capsule","Medicine","Capsule"
"1444","Baraka Bam","","Other","Unit"
"1445","Baraka Black Seed Oil 25Ml","","Other","Unit"
"1446","Baraka Blak Seed Oil 50 Ml","","Other","Unit"
"1447","Baraka Diabsol Adavance","","Other","Unit"
"1448","Baraka Joint Ease Oil 25 Ml","","Other","Unit"
"1449","Baraka Joint Safe Cap","","Medicine","Capsule"
"1450","Baraka Jointese Oil 50Ml","","Other","Unit"
"1451","Baraka Sliexol Capsule","","Medicine","Capsule"
"1452","Base Pate","","Other","Unit"
"6506","Basket","others","Other","Unit"
"9281","Basket","other","Other","Unit"
"9288","Bath Tub","other","Other","Tub"
"9758","Bathing Spray","SPRAY","Personal Care","Unit"
"9272","Batook Chewing Gum","chewing gum","Other","Unit"
"9773","Battery (Orange)","other","Other","Unit"
"9774","Battery (Orange)","other","Other","Unit"
"6541","Battery 777","others","Other","Unit"
"10063","Battery L","others","Other","Unit"
"1453","Batu Thel 30Ml","Other","Other","Unit"
"9267","Baur Plast 100'S/l","other","Other","Unit"
"7575","Baurclav 375Mg","Tablet","Medicine","Tablet"
"7574","Baurclav 625Mg","Tablet","Medicine","Tablet"
"1454","Bayticol Pour On 20Ml","Other","Other","Unit"
"10006","Bb Cream","surgical item","Personal Care","Cream/Ointment"
"8297","Bc Diapers (Xl)","pampas","Baby Care","Unit"
"4517","Bc Diapers L 12'S","diapers","Baby Care","Unit"
"4518","Bc Diapers L 4'S","DIAPER","Baby Care","Unit"
"4519","Bc Diapers M 12'S","DIAPER","Baby Care","Unit"
"4520","Bc Diapers Plu M","DIAPER","Baby Care","Unit"
"1455","Bc Floral","","Other","Unit"
"1456","Bcclomatic Ns 50","","Other","Unit"
"1457","Bclotis Inhelar 100 Mcg","","Medicine","Unit"
"1458","Bclotis Inhelar 250 Mcg","","Medicine","Unit"
"1322","Bd Glide Insulin Syriger","SYRIGER","Other","Unit"
"3633","Beaut Ace","Capsule","Medicine","Capsule"
"5520","Beautace Collergen","Tablet","Medicine","Tablet"
"9210","Beautine","other","Other","Unit"
"1460","Beautine Adavance","Tablet","Medicine","Tablet"
"1461","Beclate 100 Hfa","other","Other","Inhaler"
"9593","Beclate 100 Hfa","Inhaler","Medicine","Inhaler"
"5577","Beclate 200 Dp","Tablet","Medicine","Tablet"
"9172","Beclate 250 Hfa","other","Other","Inhaler"
"1463","Beclate 400 Dp","Tablet","Medicine","Tablet"
"1464","Beclate 50","","Other","Unit"
"1465","Beclohale Dpi Caps 200","Capsule","Medicine","Capsule"
"1466","Beclohale Dpi Caps 400","other","Other","Unit"
"1467","Beclomate 400Mg","","Other","Unit"
"1468","Beclomate Ns 50","Tablet","Medicine","Tablet"
"1469","Beclomin Lotion 15Ml","Other","Personal Care","Cream/Ointment"
"8139","Beclomin Ointment 15G","oinment","Medicine","Cream/Ointment"
"1471","Beclosone N Cream","","Personal Care","Cream/Ointment"
"1472","Beclovent 200Mg","","Other","Unit"
"1473","Beclovent 400Mg","","Other","Unit"
"1475","Becombion Syrup","Syrup","Medicine","Syrup"
"1476","Becoplus","Tablet","Medicine","Tablet"
"5533","Becosule Syrup 100Ml","syrup","Medicine","Syrup"
"1478","Becosules","Tablet","Medicine","Tablet"
"1479","Becosules Syrup Old","Syrup","Medicine","Syrup"
"1480","Becozinc","Tablet","Medicine","Tablet"
"6912","Bed Jacket 2Xl","others","Other","Unit"
"6914","Bed Jacket L","others","Other","Unit"
"6913","Bed Jacket Xl","others","Other","Unit"
"1481","Bed Pan","Other","Other","Unit"
"10007","Bee Honey","other","Other","Unit"
"1482","Bee Honey 28Ml","","Other","Unit"
"5931","Bee Honey 30Ml","Other","Other","Unit"
"1483","Belcid Suspension 240Ml","Syrup","Medicine","Syrup"
"8142","Belcid Tablet","Tablet","Medicine","Tablet"
"1484","Beldrox Depo","","Other","Unit"
"9367","Bellose 5 Minutes Hair Color For Men","other","Other","Unit"
"1485","Bellose 5 Minutes Hair Colour","hair colour","Other","Unit"
"1487","Bellose 5 Minutes Hair Colour For Women","other","Other","Unit"
"9714","Bellose Anti-dandruff Shampoo 250Ml","shampoo","Personal Care","Unit"
"1490","Bellose Conditioner 150Ml","conditionar","Personal Care","Unit"
"1492","Bellose Deodron","others","Other","Unit"
"9125","Bellose Keratin Care (Hair Colour For Men ) 20Ml","other","Other","Unit"
"1491","Bellose Keratin Shampoo","Other","Personal Care","Unit"
"9392","Bellose Nnr Conditioner","conditionar","Personal Care","Unit"
"1493","Bellose Perfect Straight Keratin Shampoo","shampoo","Personal Care","Unit"
"1486","Bellose Shampoo 150Ml","shampoo","Personal Care","Unit"
"1488","Bellose Shampoo 150Ml","shampoo","Personal Care","Unit"
"9113","Bellose Shampoo 150Ml 450/=","other","Personal Care","Unit"
"1489","Bellose Shampoo Pouch","other","Personal Care","Packet"
"9715","Bellose Shampoo Pouch 100Ml","shampoo","Personal Care","Packet"
"1494","Bellose Silicone Oil 25Ml","Other","Other","Unit"
"1495","Bellose Silicone Oil 50Ml","Other","Other","Unit"
"1496","Bellose Smooth Intense Conditioner","","Personal Care","Unit"
"1497","Belna Infrared Thermometer","","Other","Unit"
"5978","Belose Men In Black","Other","Other","Unit"
"1498","Benasole Eye Drop","","Other","Drops"
"2328","Bengray Cream","cream","Personal Care","Cream/Ointment"
"1499","Benof Syrup 100Ml","Syrup","Medicine","Syrup"
"8386","Benof Syrup 60Ml","other","Medicine","Syrup"
"1143","Benox 2.5% Gel","gel","Medicine","Cream/Ointment"
"1886","Benox 5%","gel","Medicine","Cream/Ointment"
"1500","Benozol Eye Drops 5Ml","","Medicine","Drops"
"1842","Benprophy 5 Mg","others","Medicine","Unit"
"1501","Benzac Ac 2.5%","cream","Personal Care","Cream/Ointment"
"1502","Benzac Ac 5% Gel","cream","Personal Care","Cream/Ointment"
"1503","Benzhexol Spmc 2Mg","Tablet","Medicine","Tablet"
"1001","Benzyl Benzonate (B B) Cream","cream","Personal Care","Cream/Ointment"
"1504","Beprocort G 15Gm","","Medicine","Unit"
"1505","Beprogel Solution 30Ml","Lotion","Personal Care","Cream/Ointment"
"8148","Beprogel Scalp (New)","gel","Medicine","Cream/Ointment"
"1506","Beprogent Cream 15G","cream","Personal Care","Cream/Ointment"
"9206","Beprosalic Lotion","other","Personal Care","Cream/Ointment"
"1507","Beprosalic Ointment","cream","Personal Care","Cream/Ointment"
"8112","Beprosone Cream (New)","cream","Personal Care","Cream/Ointment"
"1510","Beprosone Oninment","cream","Personal Care","Cream/Ointment"
"1511","Beroca","Tablet","Medicine","Tablet"
"1512","Bestflo Capsules 0.4Mg","Capsule","Medicine","Capsule"
"5642","Beta -D 5% Cream","cream","Personal Care","Cream/Ointment"
"9608","Betacylic Ointment","ointment","Medicine","Cream/Ointment"
"1515","Betaderm Oinment 15G","oinment","Other","Unit"
"1513","Betaderm Cream 15G","cream","Personal Care","Cream/Ointment"
"1514","Betaderm N Cream 15G","cream","Personal Care","Cream/Ointment"
"1516","Betaderm Oinment N 15G","oinment","Other","Unit"
"1518","Betadine Cream Original 20G","cream","Personal Care","Cream/Ointment"
"1517","Betadine Gargle","oth","Other","Unit"
"1519","Betadine Ointment 15G","oinment","Medicine","Cream/Ointment"
"1520","Betadine Solution 50Ml Original","solution","Other","Unit"
"1521","Betadine Vaginal","Tablet","Medicine","Tablet"
"1522","Betagel G","cream","Personal Care","Cream/Ointment"
"9530","Betagen 16Mg","Tablet","Medicine","Tablet"
"1523","Betagenic Cream 15G","cream","Personal Care","Cream/Ointment"
"7517","Betahist 8Mg","Tablet","Medicine","Tablet"
"1526","Betahist Forte 16Mg","Tablet","Medicine","Tablet"
"1524","Betahistatin 8 Mg (Spc)","Tablet","Medicine","Tablet"
"1527","Betahistine 16 Mg(spc)","Tablet","Medicine","Tablet"
"6097","Betaleb Cream","cream","Personal Care","Cream/Ointment"
"5990","Betaleb N Cream","cream","Personal Care","Cream/Ointment"
"5542","Betaleb Ointment","cream","Personal Care","Cream/Ointment"
"1528","Betaloc 50Mg","Tablet","Medicine","Tablet"
"1529","Betaloc Zok 25Mg Tabs","Tablet","Medicine","Tablet"
"1530","Betaloc Zok 50Mg","Tablet","Medicine","Tablet"
"1531","Betalol Opthimatic","drop","Other","Drops"
"1532","Betamet Cream 15G","cream","Personal Care","Cream/Ointment"
"1533","Betamet-n Cream 20G","cream","Personal Care","Cream/Ointment"
"1534","Betamethasone Valerate(spc) 15G","cream","Personal Care","Cream/Ointment"
"1535","Betamethsone Cream 15G Spc","cream","Personal Care","Cream/Ointment"
"7593","Betamethsone Oinment 15G Spc","ointment","Medicine","Cream/Ointment"
"1536","Betamil Cream 10G","","Personal Care","Cream/Ointment"
"1537","Betamil Cream Gm 10G","","Personal Care","Cream/Ointment"
"1538","Betamil Cream M 10G","cream","Personal Care","Cream/Ointment"
"1539","Betamil N Cream","","Personal Care","Cream/Ointment"
"1540","Betanol 50","","Other","Unit"
"1541","Betanone Cream/oinment 15G","cream","Personal Care","Cream/Ointment"
"1542","Betanone Iv","","Other","Injection"
"1543","Betanone Ointment 15G","oinment","Medicine","Cream/Ointment"
"1544","Betaserc 16Mg","Tablet","Medicine","Tablet"
"1549","Betaserc 8Mg","other","Other","Unit"
"5536","Betasol Drop","Drop","Other","Drops"
"1547","Betasol Drops 1%","drop","Medicine","Drops"
"5535","Betasol N Drop","Drop","Other","Drops"
"1550","Betnovate Cream 5G","","Personal Care","Cream/Ointment"
"1551","Betnovate N Cream Ex","cream","Personal Care","Cream/Ointment"
"1552","Betnovate Ointment 5G","","Medicine","Cream/Ointment"
"1553","Betze Skin Oninment 15G","oinment","Other","Unit"
"1554","Beuflox Eye/ear Drops 5Ml","Other","Medicine","Drops"
"7579","Bexitil 500Mg","Tablet","Medicine","Tablet"
"5944","Bexitrol 250 Inhaler","Inhaler","Medicine","Inhaler"
"1555","Bexitrol F 125 Inhaler","Inhaler","Medicine","Inhaler"
"1557","Bezinc 20Mg","Tablet","Medicine","Tablet"
"1558","Bezinc Caps","Tablet","Medicine","Tablet"
"1559","Biatin Ag","","Other","Unit"
"1560","Bic 1 Raser","bic","Other","Unit"
"1561","Bic 2","others","Other","Unit"
"1562","Bic 3","other","Other","Unit"
"1563","Bic Blades","Other","Other","Unit"
"1565","Bic Flex 3","others","Other","Unit"
"1566","Bic Shaving Foam 100Ml","others","Other","Unit"
"1564","Bic Twin Lady","Other","Other","Unit"
"3798","Bifilac Capsules","Capsule","Medicine","Capsule"
"9767","Bifilac Sachets","sachet","Other","Packet"
"1110","Big Bom Lolipop","other","Other","Unit"
"1570","Big Twin Lady","","Other","Unit"
"1571","Bigen Brown Black 6G","","Other","Unit"
"1572","Bigen Oriental Black","other","Other","Unit"
"1573","Bigen Speedy (Natural Black)","","Other","Unit"
"1574","Bigmet 500","Tablet","Medicine","Tablet"
"1575","Bigmet 850 Mg","Tablet","Medicine","Tablet"
"1576","Bigsens 500Mg","Tablet.","Medicine","Tablet"
"3390","Bigsens Xr 500Mg","tablets","Other","Unit"
"1578","Bike Mask L","none","Other","Unit"
"1579","Bike Mask M","","Other","Unit"
"2231","Bilum","CREAM","Personal Care","Cream/Ointment"
"1653","Bimat Eye Drop","eye drops","Medicine","Drops"
"9594","Bio Aqua Cream[aqueous Cream]","cream","Personal Care","Cream/Ointment"
"1581","Bio Clean1","","Other","Unit"
"9760","Bio Emuls Oint Ment 90G","ointment","Medicine","Cream/Ointment"
"10008","Bio Field's Oint","other","Other","Unit"
"1582","Bio Methyl","","Other","Unit"
"1583","Bio Oil 125Ml","cream","Personal Care","Cream/Ointment"
"1584","Bio Oil 60 Ml","oil","Other","Unit"
"1585","Bio Salic -3","saop","Other","Unit"
"5894","Bio Surgy","Other","Other","Unit"
"1586","Bio Urea 5%","","Other","Unit"
"9761","Bio Vaslee 90G","cream","Personal Care","Cream/Ointment"
"9708","Bio-oil 25Ml","oil","Other","Unit"
"9702","Biobac-t","Tablet","Medicine","Tablet"
"8192","Biobalance Stretch Mark","cream","Personal Care","Cream/Ointment"
"8194","Biobalance Sun Care Protection 150Ml","lotion","Personal Care","Cream/Ointment"
"8195","Biobalance Sun Protection Cream","cream","Personal Care","Cream/Ointment"
"8193","Biobalance Under Eye Cream","cream","Personal Care","Cream/Ointment"
"1587","Biodine 30Ml","solution","Other","Unit"
"1588","Bioglan Super Fish Oil","","Other","Unit"
"8274","Biolysine Syrup","Syrup","Medicine","Syrup"
"1589","Biona Women","","Other","Unit"
"6131","Biordex Oin","cream","Personal Care","Cream/Ointment"
"1590","Biosoprolol 2.5Mg","","Other","Unit"
"1591","Biotin 250","","Other","Unit"
"1592","Biovita Gold","Capsule","Medicine","Capsule"
"9399","Bisacodyl 5Mg","Tablet","Medicine","Tablet"
"1130","Bisogen 2.5Mg","Tablet","Medicine","Tablet"
"9784","Bisogen 5Mg","Tablet","Medicine","Tablet"
"9369","Bisolol 2.5Mg","Tablet.","Medicine","Tablet"
"9030","Bisolol 5Mg","Tablet","Medicine","Tablet"
"6836","Bisoprolol 2.5Mg","Tablet","Medicine","Tablet"
"1593","Bisovic 2.5","Tablet","Medicine","Tablet"
"1594","Bisovic 5","Tablet","Medicine","Tablet"
"1595","Bisoza 10Mg","Tablet","Medicine","Tablet"
"1596","Bisoza 15Mg","","Other","Unit"
"1597","Bitvo Cream 20G","","Personal Care","Cream/Ointment"
"1599","Bk Aquq Spry","","Other","Unit"
"1600","Bk Colone Spray 50 Ml","","Personal Care","Unit"
"1602","Bk Oraginal Spray","","Personal Care","Unit"
"1603","Bk Original Hair Cream 30 Ml","","Personal Care","Cream/Ointment"
"1604","Bk Tack 60 Mg","","Medicine","Unit"
"1605","Bk Wet 100 Ml","","Other","Unit"
"1598","Bk Wet 30 Ml","","Other","Unit"
"8318","Black Henna (Ewon)","Other","Other","Unit"
